Index,dataset_name,resource_name,resource_filename,resource_url,new_resource_url,scraperwiki_name,dir,file,status,update_status
118,daily-summaries-of-precipitation-indicators-for-bolivia--plurinational-state-of,precipitation_bol.csv,precipitation_bol.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/bol.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-bolivia--plurinational-state-of/precipitation_bol.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-bolivia--plurinational-state-of,ds2/daily-summaries-of-precipitation-indicators-for-bolivia--plurinational-state-of/precipitation_bol.csv,Ok,UPLOADED
119,daily-summaries-of-precipitation-indicators-for-bermuda,precipitation_bmu.csv,precipitation_bmu.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/bmu.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-bermuda/precipitation_bmu.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-bermuda,ds2/daily-summaries-of-precipitation-indicators-for-bermuda/precipitation_bmu.csv,Ok,UPLOADED
120,daily-summaries-of-precipitation-indicators-for-belize,precipitation_blz.csv,precipitation_blz.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/blz.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-belize/precipitation_blz.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-belize,ds2/daily-summaries-of-precipitation-indicators-for-belize/precipitation_blz.csv,Ok,UPLOADED
121,daily-summaries-of-precipitation-indicators-for-belarus,precipitation_blr.csv,precipitation_blr.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/blr.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-belarus/precipitation_blr.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-belarus,ds2/daily-summaries-of-precipitation-indicators-for-belarus/precipitation_blr.csv,Ok,UPLOADED
122,daily-summaries-of-precipitation-indicators-for-bahamas,precipitation_bhs.csv,precipitation_bhs.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/bhs.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-bahamas/precipitation_bhs.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-bahamas,ds2/daily-summaries-of-precipitation-indicators-for-bahamas/precipitation_bhs.csv,Ok,UPLOADED
123,daily-summaries-of-precipitation-indicators-for-bahrain,precipitation_bhr.csv,precipitation_bhr.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/bhr.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-bahrain/precipitation_bhr.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-bahrain,ds2/daily-summaries-of-precipitation-indicators-for-bahrain/precipitation_bhr.csv,Ok,UPLOADED
124,daily-summaries-of-precipitation-indicators-for-bangladesh,precipitation_bgd.csv,precipitation_bgd.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/bgd.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-bangladesh/precipitation_bgd.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-bangladesh,ds2/daily-summaries-of-precipitation-indicators-for-bangladesh/precipitation_bgd.csv,Ok,UPLOADED
125,daily-summaries-of-precipitation-indicators-for-benin,precipitation_ben.csv,precipitation_ben.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/ben.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-benin/precipitation_ben.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-benin,ds2/daily-summaries-of-precipitation-indicators-for-benin/precipitation_ben.csv,Ok,UPLOADED
126,daily-summaries-of-precipitation-indicators-for-azerbaijan,precipitation_aze.csv,precipitation_aze.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/aze.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-azerbaijan/precipitation_aze.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-azerbaijan,ds2/daily-summaries-of-precipitation-indicators-for-azerbaijan/precipitation_aze.csv,Ok,UPLOADED
127,daily-summaries-of-precipitation-indicators-for-australia,precipitation_aus.csv,precipitation_aus.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/aus.csv,,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-australia,ds2/daily-summaries-of-precipitation-indicators-for-australia/precipitation_aus.csv,SKIPPED,
128,daily-summaries-of-precipitation-indicators-for-armenia,precipitation_arm.csv,precipitation_arm.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/arm.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-armenia/precipitation_arm.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-armenia,ds2/daily-summaries-of-precipitation-indicators-for-armenia/precipitation_arm.csv,Ok,UPLOADED
129,daily-summaries-of-precipitation-indicators-for-argentina,precipitation_arg.csv,precipitation_arg.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/arg.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-argentina/precipitation_arg.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-argentina,ds2/daily-summaries-of-precipitation-indicators-for-argentina/precipitation_arg.csv,Ok,UPLOADED
130,daily-summaries-of-precipitation-indicators-for-united-arab-emirates,precipitation_are.csv,precipitation_are.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/are.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-united-arab-emirates/precipitation_are.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-united-arab-emirates,ds2/daily-summaries-of-precipitation-indicators-for-united-arab-emirates/precipitation_are.csv,Ok,UPLOADED
131,daily-summaries-of-precipitation-indicators-for-angola,precipitation_ago.csv,precipitation_ago.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/ago.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-angola/precipitation_ago.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-angola,ds2/daily-summaries-of-precipitation-indicators-for-angola/precipitation_ago.csv,Ok,UPLOADED
132,daily-summaries-of-precipitation-indicators-for-afghanistan,precipitation_afg.csv,precipitation_afg.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/afg.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-afghanistan/precipitation_afg.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-afghanistan,ds2/daily-summaries-of-precipitation-indicators-for-afghanistan/precipitation_afg.csv,Ok,UPLOADED
133,education-index,Education index,hdi_education_index.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/hdi_education_index.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/education-index/hdi_education_index.csv,HDRO Collector,ds2/education-index,ds2/education-index/hdi_education_index.csv,Ok,UPLOADED
134,multidimensional-poverty-index,Multidimensional Poverty Index,mpi_multidimensional_poverty_index_revised.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/mpi_multidimensional_poverty_index_revised.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/multidimensional-poverty-index/mpi_multidimensional_poverty_index_revised.csv,HDRO Collector,ds2/multidimensional-poverty-index,ds2/multidimensional-poverty-index/mpi_multidimensional_poverty_index_revised.csv,Ok,UPLOADED
135,fts-clusters,FTS Clusters,cluster.csv,https://ds-ec2.scraperwiki.com/md49udj/xljsoqqazmdfr3i/cgi-bin/csv/cluster.csv,,FTS Collector,ds2/fts-clusters,ds2/fts-clusters/cluster.csv,SKIPPED,
136,ops-projects-with-targets,ors_prjtrg.csv,ors_prjtrg.csv,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/csv/ors_prjtrg.csv,,OCHA ORS Scraper,ds2/ops-projects-with-targets,ds2/ops-projects-with-targets/ors_prjtrg.csv,SKIPPED,
137,ors-key-figure,ors_key_figures.csv,ors_key_figures.csv,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/csv/ors_key_figures.csv,,OCHA ORS Scraper,ds2/ors-key-figure,ds2/ors-key-figure/ors_key_figures.csv,SKIPPED,
138,country-framework-with-targets,ors_frwtrg.csv,ors_frwtrg.csv,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/csv/ors_frwtrg.csv,,OCHA ORS Scraper,ds2/country-framework-with-targets,ds2/country-framework-with-targets/ors_frwtrg.csv,SKIPPED,
139,gender-inequality-index,Gender Inequality Index (API),gii_gender_inequality_index_value.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/gii_gender_inequality_index_value.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/gender-inequality-index/gii_gender_inequality_index_value.csv,HDRO Collector,ds2/gender-inequality-index,ds2/gender-inequality-index/gii_gender_inequality_index_value.csv,Ok,UPLOADED
140,sidih-humanitarian-needs-overview,sidih_684.csv,sidih_684.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_684.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/sidih-humanitarian-needs-overview/sidih_684.csv,Colombia SIDIH,ds2/sidih-humanitarian-needs-overview,ds2/sidih-humanitarian-needs-overview/sidih_684.csv,Ok,UPLOADED
141,daily-summaries-of-precipitation-indicators-for-dominican-republic,precipitation_dom.csv,precipitation_dom.csv,https://ds-ec2.scraperwiki.com/fhsehwp/vdocua8hjwptucu/cgi-bin/csv/dom.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/daily-summaries-of-precipitation-indicators-for-dominican-republic/precipitation_dom.csv,NCDC / NOAA Precipitation Collector,ds2/daily-summaries-of-precipitation-indicators-for-dominican-republic,ds2/daily-summaries-of-precipitation-indicators-for-dominican-republic/precipitation_dom.csv,Ok,UPLOADED
142,total-expenditure-on-health-of-gdp,Total Expenditure on health (% of GDP),expenditure_on_health_total_of_gdp.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/expenditure_on_health_total_of_gdp.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/total-expenditure-on-health-of-gdp/expenditure_on_health_total_of_gdp.csv,HDRO Collector,ds2/total-expenditure-on-health-of-gdp,ds2/total-expenditure-on-health-of-gdp/expenditure_on_health_total_of_gdp.csv,Ok,UPLOADED
143,population-in-severe-poverty-headcount,Population in severe poverty (headcount),mpi_population_in_severe_poverty_headcount.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/mpi_population_in_severe_poverty_headcount.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/population-in-severe-poverty-headcount/mpi_population_in_severe_poverty_headcount.csv,HDRO Collector,ds2/population-in-severe-poverty-headcount,ds2/population-in-severe-poverty-headcount/mpi_population_in_severe_poverty_headcount.csv,Ok,UPLOADED
144,inequality-adjusted-hdi,Inequality-adjusted HDI,ihdi_inequality_adjusted_hdi_value.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/ihdi_inequality_adjusted_hdi_value.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/inequality-adjusted-hdi/ihdi_inequality_adjusted_hdi_value.csv,HDRO Collector,ds2/inequality-adjusted-hdi,ds2/inequality-adjusted-hdi/ihdi_inequality_adjusted_hdi_value.csv,Ok,UPLOADED
145,human-development-index-hdi,Human Development Index (HDI),hdi_human_development_index_hdig_value.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/hdi_human_development_index_hdig_value.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/human-development-index-hdi/hdi_human_development_index_hdig_value.csv,HDRO Collector,ds2/human-development-index-hdi,ds2/human-development-index-hdi/hdi_human_development_index_hdig_value.csv,Ok,UPLOADED
146,health-index,Health Index,hdi_health_index.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/hdi_health_index.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/health-index/hdi_health_index.csv,HDRO Collector,ds2/health-index,ds2/health-index/hdi_health_index.csv,Ok,UPLOADED
147,gender-development-index-female-to-male-ratio-of-hdi,Gender Development Index (Female to male ratio of HDI),gdi_female_to_male_ratio_of_hdi_geometric_gdi.csv,https://ds-ec2.scraperwiki.com/gzk5p3z/tbb2ribak1ktkqp/cgi-bin/csv/gdi_female_to_male_ratio_of_hdi_geometric_gdi.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/gender-development-index-female-to-male-ratio-of-hdi/gdi_female_to_male_ratio_of_hdi_geometric_gdi.csv,HDRO Collector,ds2/gender-development-index-female-to-male-ratio-of-hdi,ds2/gender-development-index-female-to-male-ratio-of-hdi/gdi_female_to_male_ratio_of_hdi_geometric_gdi.csv,Ok,UPLOADED
148,mvam-food-security-monitoring-databank,mVAM_allAggStats.xlsx,mVAM_allAggStats.xlsx,https://ds-ec2.scraperwiki.com/gfudhzb/r8kisejjlofexpc/cgi-bin/xlsx/,,WFP mVAM Collector,ds2/mvam-food-security-monitoring-databank,ds2/mvam-food-security-monitoring-databank/mVAM_allAggStats.xlsx,SKIPPED,
149,afghanistan-2015-humanitarian-contributions,afghanistan-2015-humanitarian-contributions.csv,afghanistan-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16525.csv,,DISABLED FTS Emergency Collector,ds2/afghanistan-2015-humanitarian-contributions,ds2/afghanistan-2015-humanitarian-contributions/afghanistan-2015-humanitarian-contributions.csv,SKIPPED,
150,cameroon-2015-humanitarian-contributions,cameroon-2015-humanitarian-contributions.csv,cameroon-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16530.csv,,DISABLED FTS Emergency Collector,ds2/cameroon-2015-humanitarian-contributions,ds2/cameroon-2015-humanitarian-contributions/cameroon-2015-humanitarian-contributions.csv,SKIPPED,
151,nigeria-2015-humanitarian-contributions,nigeria-2015-humanitarian-contributions.csv,nigeria-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16536.csv,,DISABLED FTS Emergency Collector,ds2/nigeria-2015-humanitarian-contributions,ds2/nigeria-2015-humanitarian-contributions/nigeria-2015-humanitarian-contributions.csv,SKIPPED,
152,mali-2015-humanitarian-contributions,mali-2015-humanitarian-contributions.csv,mali-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16533.csv,,DISABLED FTS Emergency Collector,ds2/mali-2015-humanitarian-contributions,ds2/mali-2015-humanitarian-contributions/mali-2015-humanitarian-contributions.csv,SKIPPED,
153,chad-2015-humanitarian-contributions,chad-2015-humanitarian-contributions.csv,chad-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16531.csv,,DISABLED FTS Emergency Collector,ds2/chad-2015-humanitarian-contributions,ds2/chad-2015-humanitarian-contributions/chad-2015-humanitarian-contributions.csv,SKIPPED,
154,ukraine-2015-humanitarian-contributions,ukraine-2015-humanitarian-contributions.csv,ukraine-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16528.csv,,DISABLED FTS Emergency Collector,ds2/ukraine-2015-humanitarian-contributions,ds2/ukraine-2015-humanitarian-contributions/ukraine-2015-humanitarian-contributions.csv,SKIPPED,
155,central-african-republic-2015-humanitarian-contributions,central-african-republic-2015-humanitarian-contributions.csv,central-african-republic-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16526.csv,,DISABLED FTS Emergency Collector,ds2/central-african-republic-2015-humanitarian-contributions,ds2/central-african-republic-2015-humanitarian-contributions/central-african-republic-2015-humanitarian-contributions.csv,SKIPPED,
156,somalia-2015-humanitarian-contributions,somalia-2015-humanitarian-contributions.csv,somalia-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16518.csv,,DISABLED FTS Emergency Collector,ds2/somalia-2015-humanitarian-contributions,ds2/somalia-2015-humanitarian-contributions/somalia-2015-humanitarian-contributions.csv,SKIPPED,
157,sudan-2015-humanitarian-contributions,sudan-2015-humanitarian-contributions.csv,sudan-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16524.csv,,DISABLED FTS Emergency Collector,ds2/sudan-2015-humanitarian-contributions,ds2/sudan-2015-humanitarian-contributions/sudan-2015-humanitarian-contributions.csv,SKIPPED,
158,democratic-republic-of-congo-2015-humanitarian-contributions,democratic-republic-of-congo-2015-humanitarian-contributions.csv,democratic-republic-of-congo-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16522.csv,,DISABLED FTS Emergency Collector,ds2/democratic-republic-of-congo-2015-humanitarian-contributions,ds2/democratic-republic-of-congo-2015-humanitarian-contributions/democratic-republic-of-congo-2015-humanitarian-contributions.csv,SKIPPED,
159,south-sudan-2015-humanitarian-contributions,south-sudan-2015-humanitarian-contributions.csv,south-sudan-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16521.csv,,DISABLED FTS Emergency Collector,ds2/south-sudan-2015-humanitarian-contributions,ds2/south-sudan-2015-humanitarian-contributions/south-sudan-2015-humanitarian-contributions.csv,SKIPPED,
160,occupied-palestinian-territory-2015-humanitarian-contributions,occupied-palestinian-territory-2015-humanitarian-contributions.csv,occupied-palestinian-territory-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16523.csv,,DISABLED FTS Emergency Collector,ds2/occupied-palestinian-territory-2015-humanitarian-contributions,ds2/occupied-palestinian-territory-2015-humanitarian-contributions/occupied-palestinian-territory-2015-humanitarian-contributions.csv,SKIPPED,
161,burkina-faso-2015-humanitarian-contributions,burkina-faso-2015-humanitarian-contributions.csv,burkina-faso-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16529.csv,,DISABLED FTS Emergency Collector,ds2/burkina-faso-2015-humanitarian-contributions,ds2/burkina-faso-2015-humanitarian-contributions/burkina-faso-2015-humanitarian-contributions.csv,SKIPPED,
162,niger-2015-humanitarian-contributions,niger-2015-humanitarian-contributions.csv,niger-2015-humanitarian-contributions.csv,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/csv/Emergency_16535.csv,,DISABLED FTS Emergency Collector,ds2/niger-2015-humanitarian-contributions,ds2/niger-2015-humanitarian-contributions/niger-2015-humanitarian-contributions.csv,SKIPPED,
163,cdxref-rw-datafromhdx,CDXref_RW_DataFromHDX_LatestFigures,latest_figures.csv,https://ds-ec2.scraperwiki.com/eyjkp6g/ggatymuev84fnzl/cgi-bin/csv/latest_figures.csv,,ReliefWeb Crisis Data Scraper - ACTIVE!,ds2/cdxref-rw-datafromhdx,ds2/cdxref-rw-datafromhdx/latest_figures.csv,SKIPPED,
164,cerf-donor-contributions,CERF Donor Contributions.csv,CERF Donor Contributions.csv,https://ds-ec2.scraperwiki.com/rgnpwvq/75f87msny6qfsek/cgi-bin/csv/contributions.csv,,CERF Donor Contributions Scraper - ACTIVE!,ds2/cerf-donor-contributions,ds2/cerf-donor-contributions/CERF Donor Contributions.csv,SKIPPED,
165,cerf-allocations,CERF Allocations.csv,CERF Allocations.csv,https://ds-ec2.scraperwiki.com/eqrbm0v/u9ed3yh64nbbyps/cgi-bin/csv/projects.csv,,CERF Projects Scraper - ACTIVE!,ds2/cerf-allocations,ds2/cerf-allocations/CERF Allocations.csv,SKIPPED,
166,reliefweb-crisis-app-data,latest_figures.csv,latest_figures.csv,https://ds-ec2.scraperwiki.com/eyjkp6g/ggatymuev84fnzl/cgi-bin/csv/latest_figures.csv,,ReliefWeb Crisis Data Scraper - ACTIVE!,ds2/reliefweb-crisis-app-data,ds2/reliefweb-crisis-app-data/latest_figures.csv,SKIPPED,
167,project-reported-data-validated-by-cluster-coordinators,ors_rpt.xlsx,ors_rpt.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_rpt,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/project-reported-data-validated-by-cluster-coordinators/ors_rpt.xlsx,,ds2/project-reported-data-validated-by-cluster-coordinators,ds2/project-reported-data-validated-by-cluster-coordinators/ors_rpt.xlsx,Ok,UPLOADED
168,cluster-indicators-output-indicators,ors_clind.xlsx,ors_clind.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_clind,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/cluster-indicators-output-indicators/ors_clind.xlsx,,ds2/cluster-indicators-output-indicators,ds2/cluster-indicators-output-indicators/ors_clind.xlsx,Ok,UPLOADED
169,country-framework,ors_frw.xlsx,ors_frw.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_frw,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/country-framework/ors_frw.xlsx,,ds2/country-framework,ds2/country-framework/ors_frw.xlsx,Ok,UPLOADED
170,ops-projects,ors_prj.xlsx,ors_prj.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_prj,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/ops-projects/ors_prj.xlsx,,ds2/ops-projects,ds2/ops-projects/ors_prj.xlsx,Ok,UPLOADED
171,3w-who-what-where,ors_3w.xlsx,ors_3w.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_3w,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/3w-who-what-where/ors_3w.xlsx,,ds2/3w-who-what-where,ds2/3w-who-what-where/ors_3w.xlsx,Ok,UPLOADED
172,cluster-output-indicator-reports,ors_clindrpt.xlsx,ors_clindrpt.xlsx,https://ds-ec2.scraperwiki.com/3zarzzv/0zftw6fzkjxommp/cgi-bin/xlsx/ors_clindrpt,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/cluster-output-indicator-reports/ors_clindrpt.xlsx,,ds2/cluster-output-indicator-reports,ds2/cluster-output-indicator-reports/ors_clindrpt.xlsx,Ok,UPLOADED
173,nepal-earthquake-april-2015-humanitarian-contributions,Emergency_16575.xlsx,Emergency_16575.xlsx,https://ds-ec2.scraperwiki.com/mcu9bxo/m5dbtbjvgv577aq/cgi-bin/xlsx/Emergency_16575,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/nepal-earthquake-april-2015-humanitarian-contributions/Emergency_16575.xlsx,,ds2/nepal-earthquake-april-2015-humanitarian-contributions,ds2/nepal-earthquake-april-2015-humanitarian-contributions/Emergency_16575.xlsx,Ok,UPLOADED
174,indicadores-del-sidih,sidih_684.csv,sidih_684.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_684.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_684.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_684.csv,Ok,UPLOADED
175,indicadores-del-sidih,sidih_593.csv,sidih_593.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_593.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_593.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_593.csv,Ok,UPLOADED
176,indicadores-del-sidih,sidih_587.csv,sidih_587.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_587.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_587.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_587.csv,Ok,UPLOADED
177,indicadores-del-sidih,sidih_664.csv,sidih_664.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_664.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_664.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_664.csv,Ok,UPLOADED
178,indicadores-del-sidih,sidih_645.csv,sidih_645.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_645.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_645.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_645.csv,Ok,UPLOADED
179,indicadores-del-sidih,sidih_654.csv,sidih_654.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_654.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_654.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_654.csv,Ok,UPLOADED
180,indicadores-del-sidih,sidih_653.csv,sidih_653.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_653.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_653.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_653.csv,Ok,UPLOADED
